claim_id,answer_label,difficulty,hallucination_category,claim_text,rank,evidence_doc_id,evidence_score,evidence_text,nli_label,support_score,contradiction_score,unverifiable_score,clinical_risk_tier,severity_score,severity_level,nli_model
pqa_labeled_1_ground_truth_c2,not_hallucinated,hard,,Small differences in the lower visual acuity range have to be considered.,1,knowledge_1,0.5173409610766835,"Assessment of visual acuity depends on the optotypes used for measurement. The ability to recognize different optotypes differs even if their critical details appear under the same visual angle. Since optotypes are evaluated on individuals with good visual acuity and without eye disorders, differences in the lower visual acuity range cannot be excluded. In this study, visual acuity measured with the Snellen E was compared to the Landolt C acuity. 100 patients (age 8 - 90 years, median 60.5 years) with various eye disorders, among them 39 with amblyopia due to strabismus, and 13 healthy volunteers were tested. Charts with the Snellen E and the Landolt C (Precision Vision) which mimic the ETDRS charts were used to assess visual acuity. Three out of 5 optotypes per line had to be correctly identified, while wrong answers were monitored. In the group of patients, the eyes with the lower visual acuity, and the right eyes of the healthy subjects, were evaluated. Differences between Landolt C acuity (LR) and Snellen E acuity (SE) were small. The mean decimal values for LR and SE were 0.25 and 0.29 in the entire group and 0.14 and 0.16 for the eyes with strabismus amblyopia. The mean difference between LR and SE was 0.55 lines in the entire group and 0.55 lines for the eyes with strabismus amblyopia, with higher values of SE in both groups. The results of the other groups were similar with only small differences between LR and SE.",contradicted,0.024012666195631027,0.7122116088867188,0.2637757360935211,low,0.14244232177734376,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_1_hallucinated_c1,hallucinated,hard,Incomplete Information,Patients with strabismus amblyopia showed a significant underestimation of visual acuity when assessed with the Landolt C chart compared to the Snellen E chart.,1,knowledge_1,0.4984533098708287,"Assessment of visual acuity depends on the optotypes used for measurement. The ability to recognize different optotypes differs even if their critical details appear under the same visual angle. Since optotypes are evaluated on individuals with good visual acuity and without eye disorders, differences in the lower visual acuity range cannot be excluded. In this study, visual acuity measured with the Snellen E was compared to the Landolt C acuity. 100 patients (age 8 - 90 years, median 60.5 years) with various eye disorders, among them 39 with amblyopia due to strabismus, and 13 healthy volunteers were tested. Charts with the Snellen E and the Landolt C (Precision Vision) which mimic the ETDRS charts were used to assess visual acuity. Three out of 5 optotypes per line had to be correctly identified, while wrong answers were monitored. In the group of patients, the eyes with the lower visual acuity, and the right eyes of the healthy subjects, were evaluated. Differences between Landolt C acuity (LR) and Snellen E acuity (SE) were small. The mean decimal values for LR and SE were 0.25 and 0.29 in the entire group and 0.14 and 0.16 for the eyes with strabismus amblyopia. The mean difference between LR and SE was 0.55 lines in the entire group and 0.55 lines for the eyes with strabismus amblyopia, with higher values of SE in both groups. The results of the other groups were similar with only small differences between LR and SE.",contradicted,0.015776267275214195,0.7433342933654785,0.24088947474956512,low,0.1635335445404053,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_2_ground_truth_c1,not_hallucinated,hard,,"""Aquagenic maladies"" could be a pediatric form of the aquagenic urticaria.",1,knowledge_2,0.3559019132358544,"Apparent life-threatening events in infants are a difficult and frequent problem in pediatric practice. The prognosis is uncertain because of risk of sudden infant death syndrome. Eight infants aged 2 to 15 months were admitted during a period of 6 years; they suffered from similar maladies in the bath: on immersion, they became pale, hypotonic, still and unreactive; recovery took a few seconds after withdrawal from the bath and stimulation. Two diagnoses were initially considered: seizure or gastroesophageal reflux but this was doubtful. The hypothesis of an equivalent of aquagenic urticaria was then considered; as for patients with this disease, each infant's family contained members suffering from dermographism, maladies or eruption after exposure to water or sun. All six infants had dermographism. We found an increase in blood histamine levels after a trial bath in the two infants tested. The evolution of these ""aquagenic maladies"" was favourable after a few weeks without baths. After a 2-7 year follow-up, three out of seven infants continue to suffer from troubles associated with sun or water.",supported,0.9946432113647461,0.0012080500600859523,0.004148777574300766,low,0.00024161001201719048,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_2_hallucinated_c1,hallucinated,hard,Misinterpretation of #Question#,Syncope during bathing in infants is a manifestation of water-induced vasodilation,1,knowledge_2,0.2437727444012961,"Apparent life-threatening events in infants are a difficult and frequent problem in pediatric practice. The prognosis is uncertain because of risk of sudden infant death syndrome. Eight infants aged 2 to 15 months were admitted during a period of 6 years; they suffered from similar maladies in the bath: on immersion, they became pale, hypotonic, still and unreactive; recovery took a few seconds after withdrawal from the bath and stimulation. Two diagnoses were initially considered: seizure or gastroesophageal reflux but this was doubtful. The hypothesis of an equivalent of aquagenic urticaria was then considered; as for patients with this disease, each infant's family contained members suffering from dermographism, maladies or eruption after exposure to water or sun. All six infants had dermographism. We found an increase in blood histamine levels after a trial bath in the two infants tested. The evolution of these ""aquagenic maladies"" was favourable after a few weeks without baths. After a 2-7 year follow-up, three out of seven infants continue to suffer from troubles associated with sun or water.",supported,0.9937545657157898,0.0015956555726006627,0.0046498822048306465,low,0.0004467835603281855,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_2_hallucinated_c2,hallucinated,hard,Misinterpretation of #Question#,"hypovolemia, which can lead to transient circulatory collapse.",1,knowledge_618,0.0717706120294881,"The aim of this study was to evaluate the effectiveness of our surgical strategy for acute aortic dissection based on the extent of the dissection and the site of the entry, with special emphasis on resection of all dissected aortic segments if technically possible. Between January 1995 and March 2001, 43 consecutive patients underwent operations for acute aortic dissection. In all patients the distal repair was performed under circulatory arrest without the use of an aortic cross-clamp. Fifteen patients underwent aortic arch replacement with additional reconstruction of supra-aortic vessels in 3 patients. Complete replacement of all dissected tissue could be achieved in 21 patients (group 1). Because of the distal extent of the dissection beyond the aortic arch, replacement of all the dissected tissue was not possible in 22 patients (group 2). Early mortality was 4.7% (2 patients), and the incidence of perioperative cerebrovascular events was 7.0% (3 patients). All of these events occurred in group 2 (p<0.025). During the follow-up period of 6 years or less, 5 patients died, all from causes not related to the aorta or the aortic valve. A persisting patent false lumen was observed in 14 of the 36 surviving patients (39%).",supported,0.3826078474521637,0.26898208260536194,0.348410040140152,low,0.07531498312950134,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_3_ground_truth_c1,not_hallucinated,easy,,Our long-term study showed significantly better (2-fold) results regarding the continence score for the abdominal approach compared with the transanal pull-through.,1,knowledge_3,0.3504367572776031,"The transanal endorectal pull-through (TERPT) is becoming the most popular procedure in the treatment of Hirschsprung disease (HD), but overstretching of the anal sphincters remains a critical issue that may impact the continence. This study examined the long-term outcome of TERPT versus conventional transabdominal (ABD) pull-through for HD. Records of 41 patients more than 3 years old who underwent a pull-through for HD (TERPT, n = 20; ABD, n = 21) were reviewed, and their families were thoroughly interviewed and scored via a 15-item post-pull-through long-term outcome questionnaire. Patients were operated on between the years 1995 and 2003. During this time, our group transitioned from the ABD to the TERPT technique. Total scoring ranged from 0 to 40: 0 to 10, excellent; 11 to 20 good; 21 to 30 fair; 31 to 40 poor. A 2-tailed Student t test, analysis of covariance, as well as logistic and linear regression were used to analyze the collected data with confidence interval higher than 95%. Overall scores were similar. However, continence score was significantly better in the ABD group, and the stool pattern score was better in the TERPT group. A significant difference in age at interview between the 2 groups was noted; we therefore reanalyzed the data controlling for age, and this showed that age did not significantly affect the long-term scoring outcome between groups.",supported,0.5303681492805481,0.4326797127723694,0.0369521826505661,low,0.08653594255447389,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_3_ground_truth_c2,not_hallucinated,easy,,The stool pattern,1,knowledge_3,0.1016616917967184,"The transanal endorectal pull-through (TERPT) is becoming the most popular procedure in the treatment of Hirschsprung disease (HD), but overstretching of the anal sphincters remains a critical issue that may impact the continence. This study examined the long-term outcome of TERPT versus conventional transabdominal (ABD) pull-through for HD. Records of 41 patients more than 3 years old who underwent a pull-through for HD (TERPT, n = 20; ABD, n = 21) were reviewed, and their families were thoroughly interviewed and scored via a 15-item post-pull-through long-term outcome questionnaire. Patients were operated on between the years 1995 and 2003. During this time, our group transitioned from the ABD to the TERPT technique. Total scoring ranged from 0 to 40: 0 to 10, excellent; 11 to 20 good; 21 to 30 fair; 31 to 40 poor. A 2-tailed Student t test, analysis of covariance, as well as logistic and linear regression were used to analyze the collected data with confidence interval higher than 95%. Overall scores were similar. However, continence score was significantly better in the ABD group, and the stool pattern score was better in the TERPT group. A significant difference in age at interview between the 2 groups was noted; we therefore reanalyzed the data controlling for age, and this showed that age did not significantly affect the long-term scoring outcome between groups.",supported,0.9208279252052307,0.026856962591409683,0.05231507867574692,low,0.005371392518281937,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_3_ground_truth_c3,not_hallucinated,easy,,enterocolitis scores were somewhat better for the TERPT group.,1,knowledge_3,0.3182890025574019,"The transanal endorectal pull-through (TERPT) is becoming the most popular procedure in the treatment of Hirschsprung disease (HD), but overstretching of the anal sphincters remains a critical issue that may impact the continence. This study examined the long-term outcome of TERPT versus conventional transabdominal (ABD) pull-through for HD. Records of 41 patients more than 3 years old who underwent a pull-through for HD (TERPT, n = 20; ABD, n = 21) were reviewed, and their families were thoroughly interviewed and scored via a 15-item post-pull-through long-term outcome questionnaire. Patients were operated on between the years 1995 and 2003. During this time, our group transitioned from the ABD to the TERPT technique. Total scoring ranged from 0 to 40: 0 to 10, excellent; 11 to 20 good; 21 to 30 fair; 31 to 40 poor. A 2-tailed Student t test, analysis of covariance, as well as logistic and linear regression were used to analyze the collected data with confidence interval higher than 95%. Overall scores were similar. However, continence score was significantly better in the ABD group, and the stool pattern score was better in the TERPT group. A significant difference in age at interview between the 2 groups was noted; we therefore reanalyzed the data controlling for age, and this showed that age did not significantly affect the long-term scoring outcome between groups.",supported,0.9671885371208191,0.015189695172011852,0.017621809616684914,low,0.0030379390344023706,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_3_ground_truth_c4,not_hallucinated,easy,,"These findings raise an important issue about the current surgical management of HD; however, more cases will need to be studied before a definitive conclusion can be drawn.",1,knowledge_244,0.19806213346233,"The etiology of hemodialysis (HD)-induced hypotension and hypertension remains speculative. There is mounting evidence that endothelin-1 (ET-1) may play a vital role in these hemodynamic changes. We examined the possible role of intradialytic changes of ET-1 in the pathogenesis of hypotension and rebound hypertension during HD. The present study included 45 patients with end-stage renal disease (ESRD) on regular HD. They were divided according to their hemodynamic status during HD into three groups (group I had stable intradialytic hemodynamics, group II had dialysis-induced hypotension, and group III had rebound hypertension during HD). In addition, 15 healthy volunteers were included as a control group. Pulse and blood pressure were monitored before, during (every half hour), and after HD session. ET-1 level was measured at the beginning, middle, and end of HD. ET-1 was measured in the control group for comparison. Pre-dialysis levels of ET-1 were significantly higher in dialysis patients compared to the controls (P<0.001); however, they were comparable in the three HD groups. The post-dialysis ET-1 level was not changed significantly in group I compared with predialysis values (14.49 +/- 2.04 vs. 14.33 +/- 2.23 pg/ml; P = NS), while the ET-1 concentration decreased significantly in group II and increased in group III in comparison to predialysis values (8.56 +/- 1.44 vs. 11.75 +/- 2.51; 16.39 +/- 3.12 vs. 11.93 +/- 2.11 pg/ml, respectively; P<0.001).",unverifiable,0.00663128262385726,0.45380643010139465,0.5395623445510864,low,0.09076128602027894,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_3_hallucinated_c1,hallucinated,easy,Misinterpretation of #Question#,transabdominal pull-through procedures yield comparable long-term outcomes for continence,1,knowledge_3,0.3259666274195379,"The transanal endorectal pull-through (TERPT) is becoming the most popular procedure in the treatment of Hirschsprung disease (HD), but overstretching of the anal sphincters remains a critical issue that may impact the continence. This study examined the long-term outcome of TERPT versus conventional transabdominal (ABD) pull-through for HD. Records of 41 patients more than 3 years old who underwent a pull-through for HD (TERPT, n = 20; ABD, n = 21) were reviewed, and their families were thoroughly interviewed and scored via a 15-item post-pull-through long-term outcome questionnaire. Patients were operated on between the years 1995 and 2003. During this time, our group transitioned from the ABD to the TERPT technique. Total scoring ranged from 0 to 40: 0 to 10, excellent; 11 to 20 good; 21 to 30 fair; 31 to 40 poor. A 2-tailed Student t test, analysis of covariance, as well as logistic and linear regression were used to analyze the collected data with confidence interval higher than 95%. Overall scores were similar. However, continence score was significantly better in the ABD group, and the stool pattern score was better in the TERPT group. A significant difference in age at interview between the 2 groups was noted; we therefore reanalyzed the data controlling for age, and this showed that age did not significantly affect the long-term scoring outcome between groups.",supported,0.6312184929847717,0.24100759625434875,0.12777391076087952,low,0.06748212695121765,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_3_hallucinated_c2,hallucinated,easy,Misinterpretation of #Question#,transabdominal shows slightly higher risk of postoperative enterocolitis.,1,knowledge_414,0.0893980998898876,"Studies on coronary risk factors in men and women are mainly based on mortality data and few compare results of both sexes with consistent study design and diagnostic criteria. This study assesses the major risk factors for coronary events in men and women from the Reykjavik Study. Within a prospective, population-based cohort study individuals without history of myocardial infarction were identified and the relative risk of baseline variables was assessed in relation to verified myocardial infarction or coronary death during follow-up. Of the 9681 women and 8888 men who attended risk assessment from 1967-1991, with follow-up period of up to 28 years, 706 women and 1700 men suffered a non-fatal myocardial infarction or coronary death. Serum cholesterol was a significant risk factor for both sexes, with hazard ratios (HR) decreasing with age. Systolic blood pressure was a stronger risk factor for women as was ECG-confirmed left ventricular hypertrophy (women HR 2.89, 95% confidence interval [CI] 1.67-5.01; men HR 1.11 [CI 0.86-1.43]). Fasting blood glucose>or =6.7 mmol/L identified significantly higher risk for women (HR 2.65) than men (HR 2.08) as did self-reported diabetes. Triglyceride risk was significantly higher for women and decreased significantly with age. Smoking increased risk two- to five-fold, increasing with dose, for women, which was significantly higher than the doubling in risk for men.",unverifiable,0.0012426748871803284,0.00434280838817358,0.9944144487380981,medium,0.002127976110205054,low,typeform/distilbert-base-uncased-mnli
pqa_labeled_4_ground_truth_c1,not_hallucinated,hard,,The effects of the intervention were most pronounced after the first intervention.,1,knowledge_913,0.2315929157864155,"To study whether exercise during pregnancy reduces the risk of postnatal depression. Randomized controlled trial. Trondheim and Stavanger University Hospitals, Norway. Eight hundred and fifty-five pregnant women were randomized to intervention or control groups. The intervention was a 12 week exercise program, including aerobic and strengthening exercises, conducted between week 20 and 36 of pregnancy. One weekly group session was led by physiotherapists, and home exercises were encouraged twice a week. Control women received regular antenatal care. Edinburgh Postnatal Depression Scale (EPDS) completed three months after birth. Scores of 10 or more and 13 or more suggested probable minor and major depression, respectively. Fourteen of 379 (3.7%) women in the intervention group and 17 of 340 (5.0%) in the control group had an EPDS score of ≥10 (p=0.46), and four of 379 (1.2%) women in the intervention group and eight of 340 (2.4%) in the control group had an EPDS score of ≥13 (p=0.25). Among women who did not exercise prior to pregnancy, two of 100 (2.0%) women in the intervention group and nine of 95 (9.5%) in the control group had an EPDS score of ≥10 (p=0.03).",contradicted,0.008972074836492538,0.9111201167106628,0.0799078494310379,low,0.18222402334213259,low,typeform/distilbert-base-uncased-mnli
